BARCODE,COMBI_ID,Tissue,CELL_LINE_NAME,SIDM,COSMIC_ID,ANCHOR_ID,ANCHOR_NAME,ANCHOR_TARGET,ANCHOR_PATHWAY,ANCHOR_DRUG_TYPE,ANCHOR_Clin_Rel,ANCHOR_CONC,LIBRARY_ID,LIBRARY_NAME,LIBRARY_TARGET,LIBRARY_PATHWAY,LIBRARY_DRUG_TYPE,LIBRARY_Clin_Rel,LIBRARY_CONC,ANCHOR_VIABILITY,LIBRARY_RMSE,LIBRARY_EMAX,LIBRARY_XMID,LIBRARY_XMID_uM,LIBRARY_AUC,LIBRARY_fAUC,SYNERGY_RMSE,SYNERGY_EXP_EMAX,SYNERGY_OBS_EMAX,SYNERGY_DELTA_EMAX,SYNERGY_XMID,SYNERGY_XMID_uM,SYNERGY_DELTA_XMID,SYNERGY_DELTA_XMID_uM,SYNERGY_EXP_AUC,SYNERGY_OBS_AUC,SYNERGY_EXP_fAUC,SYNERGY_OBS_fAUC,SYNERGY_DELTA_AUC,SYNERGY_DELTA_fAUC,Synergy,DAY1_NORM_MEAN,DAY1_NORM_SD,GROWTH_RATE,DOUBLING_TIME
25015,1049:1096,Breast,CAL-51,SIDM00933,910927,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,10.0,1096,Tozasertib,"AURKA, AURKB, AURKC, others",Mitosis,Targeted,Early clinical trials,5.0,0.861919687457297,0.140966738287399,0.502059753863198,9.01864362515612,5.065,0.757131628623728,0.846769444866781,0.16031354693578,0.432735186134655,0.19158289891379,0.241152287220865,6.1658924239645,0.7012,2.85275120119161,4.3638,0.652586656707398,0.485082455867449,0.729847255267964,0.576663631978838,0.167504200839949,0.153183623289127,True,0.135415023081001,0.0304704527633978,1.89014286052259,26.1886554136554
25016,1011:1192,Breast,CAL-51,SIDM00933,910927,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1192,GSK269962A,"ROCK1, ROCK2",Cytoskeleton,Targeted,Experimental only,10.0,0.909719520769137,0.0858121757060902,0.584394694113401,9.77126545064595,17.0677,0.870873542440895,0.880375261527799,0.112461210976293,0.53163526106887,0.196001974887355,0.335633286181515,6.07559879198038,1.3172,3.69566665866557,15.7505,0.792250661679852,0.609499648804428,0.800894561014074,0.602565979680184,0.182751012875424,0.19832858133389,True,0.135415023081001,0.0304704527633978,1.89014286052259,26.1886554136554
23849,1047:1553,Breast,CAL-51,SIDM00933,910927,1047,Nutlin-3a (-),MDM2,p53 pathway,Targeted,Experimental only,2.5,1553,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.92636099792078,0.0867283176812034,0.59233420258821,9.84544728027052,17.9682,0.818383973608264,0.883366837158531,0.06944075072799,0.548715303012224,0.281667176746812,0.267048126265412,7.12626222000145,2.7287,2.71918506026907,15.2395,0.758118994474125,0.638794961058675,0.8183165848003,0.682500459144943,0.11932403341545,0.135816125655356,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1190:1553,Breast,CAL-51,SIDM00933,910927,1190,Gemcitabine,Pyrimidine antimetabolite,DNA replication,Chemotherapeutic,FDA approved in breast,0.1,1553,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.391971525257471,0.0867283176812034,0.59233420258821,9.84544728027052,17.9682,0.818383973608264,0.883366837158531,0.0586084351461535,0.232178140850668,0.0901122621842296,0.142065878666439,6.26445014875691,1.5015,3.58099713151362,16.4667,0.320783214381501,0.217241199138255,0.346254646522897,0.265083696938396,0.103542015243246,0.0811709495845007,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1179:1553,Breast,CAL-51,SIDM00933,910927,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,2.5,1553,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.236113375888561,0.0867283176812034,0.59233420258821,9.84544728027052,17.9682,0.818383973608264,0.883366837158531,0.0567266161550905,0.139858028227361,0.0898834729563101,0.0499745552710514,7.89875595838511,4.6611,1.94669132188542,13.3071,0.193231402781743,0.135279707377227,0.208574726069502,0.18554892631541,0.057951695404516,0.0230257997540923,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1005:1553,Breast,CAL-51,SIDM00933,910927,1005,Cisplatin,DNA crosslinker,DNA replication,Chemotherapeutic,FDA approved,4.0,1553,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.667849281447293,0.0867283176812034,0.59233420258821,9.84544728027052,17.9682,0.818383973608264,0.883366837158531,0.0553781725654713,0.395589971575192,0.233708630528179,0.161881341047012,7.59864220409925,3.7857,2.24680507617127,14.1825,0.54655714872226,0.490845927143127,0.589955907450693,0.51251552999335,0.0557112215791325,0.0774403774573432,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1011:1553,Breast,CAL-51,SIDM00933,910927,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1553,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.860689541485231,0.0867283176812034,0.59233420258821,9.84544728027052,17.9682,0.818383973608264,0.883366837158531,0.0533367405560844,0.509815853231667,0.304682078298492,0.205133774933175,7.63887660648082,3.8928,2.20657067378971,14.0754,0.704374527003758,0.647791807715686,0.760304598037235,0.662672421693966,0.0565827192880723,0.0976321763432687,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1594:1553,Breast,CAL-51,SIDM00933,910927,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1553,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.999135331042764,0.0867283176812034,0.59233420258821,9.84544728027052,17.9682,0.818383973608264,0.883366837158531,0.0935623392858224,0.591822029590923,0.338252802152483,0.253569227438441,7.48439363475504,3.4975,2.36105364551548,14.4707,0.817676342391185,0.723748673874668,0.882603017276588,0.759518851866266,0.093927668516517,0.123084165410322,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1083:1560,Breast,CAL-51,SIDM00933,910927,1083,Crizotinib,"MET, ALK, ROS1",RTK signaling,Targeted,FDA approved,2.5,1560,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.910101176671378,0.0551639691087999,0.713686951429103,11.0667784639075,41.895,0.909590442577674,0.924762828375212,0.0613385092413264,0.649527334270635,0.361574762085224,0.287952572185411,8.05692658782699,5.2012,3.00985187608051,36.6938,0.82781933207898,0.741899358060101,0.841627738246232,0.723728635678435,0.085919974018879,0.117899102567797,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1190:1560,Breast,CAL-51,SIDM00933,910927,1190,Gemcitabine,Pyrimidine antimetabolite,DNA replication,Chemotherapeutic,FDA approved in breast,0.01,1560,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.634976366674346,0.0551639691087999,0.713686951429103,11.0667784639075,41.895,0.909590442577674,0.924762828375212,0.053071515324525,0.453174347361342,0.316621522264696,0.136552825096646,8.98764606286861,9.9147,2.07913240103889,31.9803,0.577568434389681,0.494608741694697,0.587202540797184,0.536718524041141,0.0829596926949845,0.050484016756043,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1021:1560,Breast,CAL-51,SIDM00933,910927,1021,Axitinib,"PDGFR, KIT, VEGFR",RTK signaling,Targeted,FDA approved,1.0,1560,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.812672320568609,0.0551639691087999,0.713686951429103,11.0667784639075,41.895,0.909590442577674,0.924762828375212,0.0824941233402252,0.579993630977425,0.480037068614505,0.0999565623629203,9.8300452699933,17.7774,1.23673319391419,24.1176,0.739198975736627,0.666575641932617,0.751529153711274,0.717386806112849,0.0726233338040091,0.0341423475984258,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1510:1560,Breast,CAL-51,SIDM00933,910927,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,10.0,1560,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.911253959881742,0.0551639691087999,0.713686951429103,11.0667784639075,41.895,0.909590442577674,0.924762828375212,0.0472224830623939,0.650350060605698,0.42339160732115,0.226958453284548,8.67927557053865,8.0067,2.38750289336885,33.8883,0.828867892669491,0.746482576520337,0.842693789308351,0.756037314252307,0.082385316149154,0.0866564750560448,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23849,1053:1560,Breast,CAL-51,SIDM00933,910927,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1560,Alpelisib,PI3Kalpha,PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.952958844607207,0.0551639691087999,0.713686951429103,11.0667784639075,41.895,0.909590442577674,0.924762828375212,0.057249465950778,0.680114292645117,0.559188690680705,0.120925601964412,9.79362002414173,17.3342,1.27315843976577,24.5608,0.866802257224578,0.822996286878196,0.881260916464135,0.839826198664562,0.0438059703463813,0.0414347177995725,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23850,1005:1593,Breast,CAL-51,SIDM00933,910927,1005,Cisplatin,DNA crosslinker,DNA replication,Chemotherapeutic,FDA approved,1.0,1593,Entinostat,"HDAC1, HDAC3",Chromatin histone acetylation,Targeted,Advanced clinical trials,2.0,0.892130978566456,0.0577543422374084,0.768126203541981,11.7103332030623,13.0895,0.912425436302389,0.941127344288258,0.072235689654501,0.685269181628444,0.648304598069317,0.0369645835591277,11.2128343897905,9.2717,0.497498813271838,3.8178,0.814002997357376,0.851569087285549,0.839608858615534,0.82859444173938,-0.0375660899281729,0.0110144168761541,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23848,1005:2172,Breast,CAL-51,SIDM00933,910927,1005,Cisplatin,DNA crosslinker,DNA replication,Chemotherapeutic,FDA approved,4.0,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.680642974385752,0.0699724794061583,0.737892806210652,11.3421344584372,50.7052,0.889819184653119,0.932185620619789,0.0713489773062452,0.502241554397068,0.327808023239313,0.174433531157755,8.83351826347698,8.9101,2.5086161949602,41.7951,0.605649176507804,0.527378461466467,0.634485593498282,0.570099485668448,0.0782707150413369,0.0643861078298342,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23848,1012:2172,Breast,CAL-51,SIDM00933,910927,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,2.0,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.875305357040044,0.0699724794061583,0.737892806210652,11.3421344584372,50.7052,0.889819184653119,0.932185620619789,0.110375915937427,0.645881526197495,0.412694173155019,0.233187353042476,8.7416294336298,8.3603,2.60050502480738,42.3449,0.778863499123879,0.643515272113383,0.815947067484199,0.729041535550807,0.135348227010496,0.086905531933392,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23848,1017:2172,Breast,CAL-51,SIDM00933,910927,1017,Olaparib,"PARP1, PARP2",Genome integrity,Targeted,FDA approved,2.5,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.891509998521667,0.0699724794061583,0.737892806210652,11.3421344584372,50.7052,0.889819184653119,0.932185620619789,0.0236611399435594,0.657838814574008,0.546884581362657,0.110954233211351,10.0449305418294,20.6327,1.29720391660779,30.0725,0.793282699994654,0.791997058396842,0.831052801260668,0.794452156149508,0.0012856415978118,0.0366006451111598,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23848,1190:2172,Breast,CAL-51,SIDM00933,910927,1190,Gemcitabine,Pyrimidine antimetabolite,DNA replication,Chemotherapeutic,FDA approved in breast,0.01,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.695635354346966,0.0699724794061583,0.737892806210652,11.3421344584372,50.7052,0.889819184653119,0.932185620619789,0.0814808664030363,0.513304323718424,0.282205389338758,0.231098934379667,8.13593027969868,5.494,3.2062041787385,45.2112,0.618989683820901,0.510547358773168,0.648461274516994,0.55637399279435,0.108442325047733,0.0920872817226436,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23848,1021:2172,Breast,CAL-51,SIDM00933,910927,1021,Axitinib,"PDGFR, KIT, VEGFR",RTK signaling,Targeted,FDA approved,4.0,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.829410690842987,0.0699724794061583,0.737892806210652,11.3421344584372,50.7052,0.889819184653119,0.932185620619789,0.0727754354646578,0.612016182167247,0.355169490097778,0.25684669206947,8.34576746338876,6.3541,2.99636699504842,44.3511,0.738025544668487,0.630890110040782,0.773164719592157,0.673228020628092,0.107135434627705,0.0999366989640652,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
23848,1047:2172,Breast,CAL-51,SIDM00933,910927,1047,Nutlin-3a (-),MDM2,p53 pathway,Targeted,Experimental only,2.5,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.962535710443183,0.0699724794061583,0.737892806210652,11.3421344584372,50.7052,0.889819184653119,0.932185620619789,0.0520097027520166,0.710248176456884,0.389469711593978,0.320778464862906,8.12606025457578,5.4565,3.2160742038614,45.2487,0.856482741066064,0.73518991371832,0.897261948608188,0.76929414145907,0.121292827347743,0.127967807149117,True,0.260785824546488,0.0393796232250331,1.28727706727948,38.3190151167901
25815,1022:1003,Breast,BT-549,SIDM00122,905951,1022,AZD7762,"CHEK1, CHEK2",Cell cycle,Targeted,Early clinical trials,0.25,1003,Camptothecin,TOP1,DNA replication,Chemotherapeutic,FDA approved,0.1,0.739817673741611,0.080962586707361,0.630058620647371,10.6450453270129,0.3128,0.871170670614237,0.864330350656585,0.0486113127791339,0.466128503048186,0.227916481858339,0.238212021189846,6.50014731549094,0.0177,4.14489801152194,0.2951,0.644507458965744,0.473155548293518,0.639446869367025,0.490028887919387,0.171351910672226,0.149417981447639,True,0.439260134971284,0.057859028021508,0.790167407202078,62.0287632637178
25433,1179:1042,Breast,BT-549,SIDM00122,905951,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,0.625,1042,Doramapimod,"p38, JNK2",JNK and p38 signaling,Targeted,Early clinical trials,10.0,0.415678355110078,0.0670019927523412,0.841869528759539,14.1662273971659,359.0785,0.948050682307439,0.949092471283843,0.0622525583671672,0.349946940932062,0.290323353624417,0.0596235873076448,11.5946785026445,60.4054,2.57154889452139,298.6731,0.394084148182544,0.368583780722452,0.394517197310627,0.371745686942594,0.0255003674600916,0.0227715103680334,True,0.48007583420443,0.0691850781264327,0.685633043817425,70.3849554459059
25433,1022:1046,Breast,BT-549,SIDM00122,905951,1022,AZD7762,"CHEK1, CHEK2",Cell cycle,Targeted,Early clinical trials,0.0625,1046,Wee1 Inhibitor,"WEE1, CHEK1",Cell cycle,Targeted,Experimental only,10.0,0.953231743571269,0.123965823072987,0.373964391480678,7.40816041494391,3.3175,0.763537142526469,0.715801175678638,0.0929234218027176,0.356474728924695,0.26370853562048,0.0927661933042154,6.03053684487135,1.2767,1.37762357007256,2.0408,0.727827841651931,0.58878007143838,0.682324402742512,0.603596436719388,0.139047770213551,0.0787279660231236,True,0.48007583420443,0.0691850781264327,0.685633043817425,70.3849554459059
25434,1011:1051,Breast,BT-549,SIDM00122,905951,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1051,Alisertib,AURKA,Mitosis,Targeted,Advanced clinical trials,10.0,0.767133698976271,0.143589212112984,0.550191767345068,9.62236014105678,15.3939,0.740578900682727,0.825175338253242,0.146748969905273,0.422070645629714,0.301249757922028,0.120820887707686,7.6530003675246,3.9311,1.96935977353217,11.4628,0.56812303146452,0.462555696886195,0.633019809538205,0.559581332193417,0.105567334578325,0.0734384773447875,True,0.48007583420443,0.0691850781264327,0.685633043817425,70.3849554459059
25819,1011:1086,Breast,BT-549,SIDM00122,905951,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1086,BI-2536,"PLK1, PLK2, PLK3",Cell cycle,Targeted,Early clinical trials,10.0,0.704490493516209,0.166130332891714,0.147404339047529,3.57765111023388,0.2332,0.46011264068026,0.471762868762943,0.114714832481862,0.103844955562024,0.036480883697068,0.0673640718649562,0.0173196113143703,0.0198,3.56033149891951,0.2134,0.324144981305883,0.182361855248378,0.332352456237428,0.178062047339765,0.141783126057505,0.154290408897663,True,0.439260134971284,0.057859028021508,0.790167407202078,62.0287632637178
25820,1011:1096,Breast,BT-549,SIDM00122,905951,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1096,Tozasertib,"AURKA, AURKB, AURKC, others",Mitosis,Targeted,Early clinical trials,5.0,0.749244494442054,0.0661670683798372,0.699713739450885,11.6134918229426,30.5992,0.86685078354703,0.89484576084017,0.105634479035463,0.524256666969038,0.32504709591389,0.199209571055148,8.17749378878301,2.8273,3.4359980341596,27.7719,0.649483177075393,0.493553145149478,0.670458259684309,0.567513710037465,0.155930031925915,0.102944549646844,True,0.439260134971284,0.057859028021508,0.790167407202078,62.0287632637178
25820,1011:1129,Breast,BT-549,SIDM00122,905951,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1129,PF-4708671,S6K1,PI3K/MTOR signaling,Targeted,Experimental only,10.0,0.749244494442054,0.0697770664749921,0.772494938626431,12.7767328667245,137.0597,0.91739212941428,0.923805846142441,0.0490895023181182,0.578787579750206,0.417200920481529,0.161586659268677,9.70533152490853,16.3052,3.07140134181602,120.7545,0.687351002208122,0.602268903083157,0.692156444155608,0.620842738221404,0.0850820991249646,0.0713137059342035,True,0.439260134971284,0.057859028021508,0.790167407202078,62.0287632637178
25821,1011:1192,Breast,BT-549,SIDM00122,905951,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1192,GSK269962A,"ROCK1, ROCK2",Cytoskeleton,Targeted,Experimental only,10.0,0.61508693601468,0.0795748210144357,0.355175542755858,7.15754470713406,2.7885,0.667832522206211,0.701482350502756,0.0747212078072444,0.218463836341051,0.0734082202487035,0.145055616092348,2.82526877374702,0.1384,4.33227593338705,2.6501,0.410775059854774,0.217641993562136,0.431472629639116,0.259513505738899,0.193133066292638,0.171959123900217,True,0.439260134971284,0.057859028021508,0.790167407202078,62.0287632637178
25435,1021:2172,Breast,BT-549,SIDM00122,905951,1021,Axitinib,"PDGFR, KIT, VEGFR",RTK signaling,Targeted,FDA approved,1.0,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.837075307325313,0.135121387998807,0.627649124180997,10.613150747254,30.5919,0.78941953407234,0.863218879747409,0.106406137313852,0.525389583516272,0.409146185494656,0.116243398021616,8.86132889913786,9.0836,1.75182184811617,21.5083,0.66080359909221,0.593641195456598,0.722579209053574,0.662364732280805,0.0671624036356117,0.0602144767727691,True,0.48007583420443,0.0691850781264327,0.685633043817425,70.3849554459059
25435,1191:2172,Breast,BT-549,SIDM00122,905951,1191,Bortezomib,Proteasome,Protein stability and degradation,Targeted,FDA approved,0.0025,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.910995128830714,0.135121387998807,0.627649124180997,10.613150747254,30.5919,0.78941953407234,0.863218879747409,0.0835089731719543,0.571785294743752,0.229198925325034,0.342586369418718,5.63204267472462,0.9686,4.98110807252941,29.6233,0.719157350143714,0.538456337999702,0.786388194564595,0.553719559345945,0.180701012144012,0.23266863521865,True,0.48007583420443,0.0691850781264327,0.685633043817425,70.3849554459059
25435,1011:2172,Breast,BT-549,SIDM00122,905951,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.857794714140498,0.135121387998807,0.627649124180997,10.613150747254,30.5919,0.78941953407234,0.863218879747409,0.0501705255120873,0.538394101057373,0.213457160376698,0.324936940680674,5.58679401621751,0.9387,5.02635673103652,29.6532,0.677159903566508,0.500956985825136,0.740464592193609,0.518881994269147,0.176202917741373,0.221582597924462,True,0.48007583420443,0.0691850781264327,0.685633043817425,70.3849554459059
23588,1022:1013,Breast,HCC1143,SIDM00866,749710,1022,AZD7762,"CHEK1, CHEK2",Cell cycle,Targeted,Early clinical trials,0.0625,1013,Nilotinib,ABL,ABL signaling,Targeted,FDA approved,10.0,0.979644613206543,0.0770892397970328,0.769413271607271,13.2183886485467,186.1493,0.928639895899214,0.914214067037077,0.0613344921066153,0.753751566859686,0.75371143071314,4.01361465455219e-05,13.2175802877617,186.0451,0.0008083607850366,0.10420000000002,0.90973707162635,0.846424839276554,0.895604886090518,0.89558796507332,0.0633122323497962,1.69210171987455e-05,True,0.546227915609089,0.072899034644264,0.567374022417454,84.883032110697
23863,1049:1050,Breast,HCC1143,SIDM00866,749710,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,2.5,1050,ZM447439,"AURKA, AURKB",Mitosis,Targeted,Experimental only,10.0,0.90284298145202,0.076894057780015,0.730528569218744,12.4913029159708,112.4571,0.923128566530212,0.897424810866889,0.0752404861685796,0.659552591469329,0.608476568223646,0.0510760232456831,11.5419988811323,58.2395,0.949304034838484,54.2176,0.833440147269667,0.810994375094243,0.810233691872077,0.786795220572671,0.0224457721754231,0.0234384712994056,True,0.847673427917615,0.0918835434609086,0.141300080327203,308.738200919289
23866,1049:1564,Breast,HCC1143,SIDM00866,749710,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,2.5,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,5.0,0.850816990713152,0.0791645367192591,0.650238779557799,11.1707664992594,22.5131,0.842609765409259,0.859980287078269,0.0472375003691937,0.553234201668359,0.548489110275371,0.0047450913929876,11.0852307767354,21.2171,0.0855357225240105,1.296,0.716906704951021,0.710340332167927,0.731685839924565,0.729340993173095,0.0065663727830932,0.0023448467514696,True,0.847673427917615,0.0918835434609086,0.141300080327203,308.738200919289
23866,1012:1564,Breast,HCC1143,SIDM00866,749710,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,2.0,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,5.0,0.640994602744477,0.0791645367192591,0.650238779557799,11.1707664992594,22.5131,0.842609765409259,0.859980287078269,0.113735018024015,0.416799548191705,0.230944872405538,0.185854675786167,6.99023065804686,1.2416,4.18053584121257,21.2715,0.540108311847125,0.374934503635062,0.551242722483816,0.433724384036652,0.165173808212063,0.117518338447164,True,0.847673427917615,0.0918835434609086,0.141300080327203,308.738200919289
23866,1372:1593,Breast,HCC1143,SIDM00866,749710,1372,Trametinib,"MEK1, MEK2",ERK MAPK signaling,Targeted,FDA approved,0.1,1593,Entinostat,"HDAC1, HDAC3",Chromatin histone acetylation,Targeted,Advanced clinical trials,2.0,0.789874507307431,0.0576265298023521,0.645320783728049,11.0953075234572,8.5463,0.863024029057701,0.857551130244632,0.119139047225901,0.509722436102438,0.324137761789499,0.185584674312939,7.7311521809961,0.83,3.36415534246111,7.7163,0.681680679746425,0.583810709626002,0.677357776492909,0.565520314173046,0.0978699701204233,0.111837462319863,True,0.847673427917615,0.0918835434609086,0.141300080327203,308.738200919289
23864,1190:2172,Breast,HCC1143,SIDM00866,749710,1190,Gemcitabine,Pyrimidine antimetabolite,DNA replication,Chemotherapeutic,FDA approved in breast,0.1,2172,JQ1,"BRD2, BRD3, BRD4, BRDT",Chromatin other,Targeted,Experimental only,10.0,0.880575066727662,0.0777373978666512,0.661735566299122,11.3491258779081,50.9515,0.841194746273307,0.86559401252058,0.0754940612857688,0.582707840449916,0.278975940209686,0.30373190024023,6.30980570420739,1.5494,5.03932017370069,49.4021,0.740735119830576,0.542002546370684,0.762220505334374,0.562252742480067,0.198732573459892,0.199967762854307,True,0.847673427917615,0.0918835434609086,0.141300080327203,308.738200919289
27075,1594:1003,Breast,Hs-578-T,SIDM00135,905957,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,1.0,1003,Camptothecin,TOP1,DNA replication,Chemotherapeutic,FDA approved,0.1,0.712890458503318,0.0986502930784291,0.863433425454244,13.100325878843,1.7152,0.942305303537721,0.967742118379063,0.0828303794195378,0.615533450559167,0.360028307569638,0.255505142989529,9.04470344041071,0.1031,4.05562243843231,1.6121,0.671760459889115,0.554116114058118,0.689894122484223,0.606326234714982,0.117644345830997,0.0835678877692408,True,0.365803862566113,0.0690380380611123,0.965328189521898,50.911055800263
27075,1012:1003,Breast,Hs-578-T,SIDM00135,905957,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,0.5,1003,Camptothecin,TOP1,DNA replication,Chemotherapeutic,FDA approved,0.1,0.838222177648993,0.0986502930784291,0.863433425454244,13.100325878843,1.7152,0.942305303537721,0.967742118379063,0.0455190243380374,0.723749046139185,0.7400303707972,-0.0162813246580142,13.4909106302117,2.2485,-0.390584751368721,-0.5333,0.789861203541584,0.829689283680348,0.811182905870348,0.815276336050551,-0.0398280801387639,-0.0040934301802033,True,0.365803862566113,0.0690380380611123,0.965328189521898,50.911055800263
27075,1179:1003,Breast,Hs-578-T,SIDM00135,905957,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,0.625,1003,Camptothecin,TOP1,DNA replication,Chemotherapeutic,FDA approved,0.1,0.514794101529061,0.0986502930784291,0.863433425454244,13.100325878843,1.7152,0.942305303537721,0.967742118379063,0.0597276553813103,0.444490434486877,0.228882640719852,0.215607793767025,8.50533663450483,0.071,4.5949892443382,1.6442,0.48509321210077,0.388786830521041,0.49818793434278,0.423596439299658,0.0963063815797289,0.0745914950431222,True,0.365803862566113,0.0690380380611123,0.965328189521898,50.911055800263
27075,1191:1003,Breast,Hs-578-T,SIDM00135,905957,1191,Bortezomib,Proteasome,Protein stability and degradation,Targeted,FDA approved,0.0025,1003,Camptothecin,TOP1,DNA replication,Chemotherapeutic,FDA approved,0.1,0.372033625725758,0.0986502930784291,0.863433425454244,13.100325878843,1.7152,0.942305303537721,0.967742118379063,0.0927255591099732,0.321226267844553,0.171930153641333,0.14929611420322,8.66259548566338,0.0791,4.43773039317965,1.6361,0.350569258615749,0.253408283218299,0.360032609068088,0.309247093329934,0.0971609753974506,0.0507855157381537,True,0.365803862566113,0.0690380380611123,0.965328189521898,50.911055800263
