,DATASET,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,LN_IC50,AUC
6563,GDSC2,1298350,NCI-H1781,SIDM00754,LUAD,1239,YK-4-279,RNA helicase A,Other,2.994954,0.850178
6564,GDSC2,1298537,RERF-LC-KJ,SIDM00356,LUAD,1239,YK-4-279,RNA helicase A,Other,2.235804,0.808373
6565,GDSC2,1298538,RERF-LC-Sq1,SIDM00354,LUSC,1239,YK-4-279,RNA helicase A,Other,3.224404,0.871714
6566,GDSC2,1503369,EMC-BAC-1,SIDM00048,LUAD,1239,YK-4-279,RNA helicase A,Other,1.99292,0.836419
6567,GDSC2,1503370,EMC-BAC-2,SIDM00047,LUAD,1239,YK-4-279,RNA helicase A,Other,0.854654,0.648333
6568,GDSC2,687794,NCI-H1437,SIDM00734,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,1.507321,0.804305
6569,GDSC2,722045,NCI-H2030,SIDM00715,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,3.624546,0.913778
6570,GDSC2,722058,NCI-H1734,SIDM00739,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,3.595139,0.965725
6571,GDSC2,724874,NCI-H2291,SIDM00728,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,5.169596,0.933919
6572,GDSC2,753608,PC-14,SIDM00237,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,3.87927,0.940938
6573,GDSC2,905970,EKVX,SIDM00119,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,4.588814,0.921224
6574,GDSC2,906791,ABC-1,SIDM00494,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,2.181472,0.841856
6575,GDSC2,907786,LC-2-ad,SIDM00297,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,3.326229,0.942654
6576,GDSC2,910399,NCI-H838,SIDM01150,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,1.986993,0.847465
6577,GDSC2,910931,RERF-LC-MS,SIDM00355,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,1.854483,0.84328
6578,GDSC2,1240147,Hep3B2-1-7,SIDM00672,LIHC,1243,Piperlongumine,Induces reactive oxygen species,Other,1.384286,0.815207
6579,GDSC2,1247873,H3255,SIDM00046,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,4.701765,0.928392
6580,GDSC2,1503369,EMC-BAC-1,SIDM00048,LUAD,1243,Piperlongumine,Induces reactive oxygen species,Other,1.966626,0.834335
6581,GDSC2,687777,Calu-3,SIDM00922,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.468112,0.728607
6582,GDSC2,687787,LK-2,SIDM00548,LUSC,1248,Daporinad,NAMPT,Metabolism,-4.933579,0.598331
6583,GDSC2,687794,NCI-H1437,SIDM00734,LUAD,1248,Daporinad,NAMPT,Metabolism,-2.87385,0.572459
6584,GDSC2,687799,NCI-H1648,SIDM00746,LUAD,1248,Daporinad,NAMPT,Metabolism,-2.829378,0.815719
6585,GDSC2,687812,NCI-H2085,SIDM00709,LUAD,1248,Daporinad,NAMPT,Metabolism,-4.272507,0.668614
6586,GDSC2,687819,NCI-H2342,SIDM00727,LUAD,1248,Daporinad,NAMPT,Metabolism,2.535009,0.991757
6587,GDSC2,713869,VMRC-LCD,SIDM00320,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.331439,0.765347
6588,GDSC2,722045,NCI-H2030,SIDM00715,LUAD,1248,Daporinad,NAMPT,Metabolism,-4.351729,0.399226
6589,GDSC2,722058,NCI-H1734,SIDM00739,LUAD,1248,Daporinad,NAMPT,Metabolism,-4.241671,0.393318
6590,GDSC2,724834,NCI-H2087,SIDM00708,LUAD,1248,Daporinad,NAMPT,Metabolism,-1.906638,0.862123
6591,GDSC2,724866,NCI-H1355,SIDM00645,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.932551,0.684813
6592,GDSC2,724868,NCI-H1792,SIDM00771,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.92637,0.731477
6593,GDSC2,724873,NCI-H2009,SIDM00756,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.078155,0.791966
6594,GDSC2,724874,NCI-H2291,SIDM00728,LUAD,1248,Daporinad,NAMPT,Metabolism,-0.92972,0.731903
6595,GDSC2,753569,KNS-62,SIDM00606,LUSC,1248,Daporinad,NAMPT,Metabolism,-2.965443,0.810872
6596,GDSC2,753608,PC-14,SIDM00237,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.435059,0.616209
6597,GDSC2,905941,NCI-H226,SIDM00139,LUSC,1248,Daporinad,NAMPT,Metabolism,-1.768563,0.820562
6598,GDSC2,905944,NCI-H522,SIDM00116,LUAD,1248,Daporinad,NAMPT,Metabolism,-6.015482,0.467244
6599,GDSC2,905949,A549,SIDM00903,LUAD,1248,Daporinad,NAMPT,Metabolism,-4.433267,0.652579
6600,GDSC2,905970,EKVX,SIDM00119,LUAD,1248,Daporinad,NAMPT,Metabolism,3.783558,0.959586
6601,GDSC2,906791,ABC-1,SIDM00494,LUAD,1248,Daporinad,NAMPT,Metabolism,3.134162,0.974387
6602,GDSC2,906805,COR-L105,SIDM00513,LUAD,1248,Daporinad,NAMPT,Metabolism,0.662004,0.9502
6603,GDSC2,907057,HLE,SIDM00064,LIHC,1248,Daporinad,NAMPT,Metabolism,-5.430862,0.540843
6604,GDSC2,907786,LC-2-ad,SIDM00297,LUAD,1248,Daporinad,NAMPT,Metabolism,-2.203832,0.660728
6605,GDSC2,908443,NCI-H520,SIDM01130,LUSC,1248,Daporinad,NAMPT,Metabolism,-7.142122,0.343195
6606,GDSC2,908460,NCI-H441,SIDM00925,LUAD,1248,Daporinad,NAMPT,Metabolism,0.249697,0.899488
6607,GDSC2,908465,NCI-H358,SIDM00718,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.277864,0.743673
6608,GDSC2,908473,NCI-H1666,SIDM00743,LUAD,1248,Daporinad,NAMPT,Metabolism,0.402132,0.933386
6609,GDSC2,908475,NCI-H1755,SIDM00738,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.435303,0.750213
6610,GDSC2,908476,NCI-H1993,SIDM00758,LUAD,1248,Daporinad,NAMPT,Metabolism,-1.071226,0.921234
6611,GDSC2,909719,SK-HEP-1,SIDM01110,LIHC,1248,Daporinad,NAMPT,Metabolism,-5.188416,0.571711
6612,GDSC2,909721,SK-LU-1,SIDM01108,LUAD,1248,Daporinad,NAMPT,Metabolism,3.641406,0.984002
6613,GDSC2,909736,SNU-387,SIDM01180,LIHC,1248,Daporinad,NAMPT,Metabolism,-2.420391,0.823869
6614,GDSC2,909737,SNU-423,SIDM01199,LIHC,1248,Daporinad,NAMPT,Metabolism,-4.416201,0.65223
6615,GDSC2,909738,SNU-449,SIDM01194,LIHC,1248,Daporinad,NAMPT,Metabolism,-4.528583,0.619592
6616,GDSC2,910399,NCI-H838,SIDM01150,LUAD,1248,Daporinad,NAMPT,Metabolism,-5.007513,0.309762
6617,GDSC2,910900,NCI-H1651,SIDM00744,LUAD,1248,Daporinad,NAMPT,Metabolism,-2.497335,0.861465
6618,GDSC2,910931,RERF-LC-MS,SIDM00355,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.626114,0.477801
6619,GDSC2,1240142,HARA,SIDM00598,LUSC,1248,Daporinad,NAMPT,Metabolism,-5.92003,0.479642
6620,GDSC2,1240145,HCC-44,SIDM01069,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.416505,0.769714
6621,GDSC2,1240147,Hep3B2-1-7,SIDM00672,LIHC,1248,Daporinad,NAMPT,Metabolism,2.268647,0.983802
6622,GDSC2,1240157,JHH-2,SIDM00617,LIHC,1248,Daporinad,NAMPT,Metabolism,0.682131,0.971226
6623,GDSC2,1240160,JHH-7,SIDM00614,LIHC,1248,Daporinad,NAMPT,Metabolism,-4.625674,0.625597
6624,GDSC2,1240183,NCI-H1869,SIDM00768,LUSC,1248,Daporinad,NAMPT,Metabolism,-2.332039,0.837508
6625,GDSC2,1240187,NCI-H2023,SIDM00753,LUAD,1248,Daporinad,NAMPT,Metabolism,-1.667792,0.878114
6626,GDSC2,1240190,NCI-H3122,SIDM00137,LUAD,1248,Daporinad,NAMPT,Metabolism,-2.532539,0.827977
6627,GDSC2,1240202,PC-3_[JPC-3],SIDM00361,LUAD,1248,Daporinad,NAMPT,Metabolism,-0.90755,0.906978
6628,GDSC2,1247873,H3255,SIDM00046,LUAD,1248,Daporinad,NAMPT,Metabolism,2.072723,0.917331
6629,GDSC2,1290908,HCC-78,SIDM01068,LUAD,1248,Daporinad,NAMPT,Metabolism,-4.683845,0.621639
6630,GDSC2,1298347,NCI-H1435,SIDM00658,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.32562,0.813965
6631,GDSC2,1503369,EMC-BAC-1,SIDM00048,LUAD,1248,Daporinad,NAMPT,Metabolism,-3.401489,0.50634
6632,GDSC2,687777,Calu-3,SIDM00922,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,6.12914,0.968889
6633,GDSC2,687787,LK-2,SIDM00548,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.334743,0.9547
6634,GDSC2,687794,NCI-H1437,SIDM00734,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,1.386792,0.792995
6635,GDSC2,687798,NCI-H1623,SIDM00747,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.052771,0.901173
6636,GDSC2,687800,NCI-H1650,SIDM00745,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.84469,0.939037
6637,GDSC2,687802,NCI-H1693,SIDM00742,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.339471,0.901748
6638,GDSC2,687812,NCI-H2085,SIDM00709,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.866538,0.93152
6639,GDSC2,687815,NCI-H2170,SIDM00716,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,2.512685,0.881585
6640,GDSC2,687816,NCI-H2228,SIDM00729,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.281385,0.879325
6641,GDSC2,687821,NCI-H2405,SIDM00724,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,6.730199,0.954166
6642,GDSC2,713869,VMRC-LCD,SIDM00320,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.430732,0.952228
6643,GDSC2,722045,NCI-H2030,SIDM00715,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.256148,0.835501
6644,GDSC2,722046,NCI-H2122,SIDM00702,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,1.466357,0.818604
6645,GDSC2,722058,NCI-H1734,SIDM00739,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,1.794835,0.859535
6646,GDSC2,722066,NCI-H650,SIDM01124,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.787851,0.957197
6647,GDSC2,724834,NCI-H2087,SIDM00708,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,5.497677,0.967112
6648,GDSC2,724859,Calu-6,SIDM00921,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.126061,0.925334
6649,GDSC2,724866,NCI-H1355,SIDM00645,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.348727,0.923735
6650,GDSC2,724868,NCI-H1792,SIDM00771,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.510522,0.901149
6651,GDSC2,724874,NCI-H2291,SIDM00728,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.409979,0.865806
6652,GDSC2,724878,SW1573,SIDM01163,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,5.261084,0.949603
6653,GDSC2,753554,EBC-1,SIDM00486,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,3.557124,0.921473
6654,GDSC2,753556,EPLC-272H,SIDM01044,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,1.843898,0.819815
6655,GDSC2,753569,KNS-62,SIDM00606,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.757504,0.969654
6656,GDSC2,753592,LXF-289,SIDM00339,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.786117,0.908121
6657,GDSC2,753600,NCI-H1563,SIDM00751,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,5.232656,0.97804
6658,GDSC2,753608,PC-14,SIDM00237,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.735978,0.886415
6659,GDSC2,905941,NCI-H226,SIDM00139,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,6.382079,0.952049
6660,GDSC2,905942,NCI-H23,SIDM00138,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.162289,0.97065
6661,GDSC2,905944,NCI-H522,SIDM00116,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.458717,0.937118
6662,GDSC2,905949,A549,SIDM00903,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.522098,0.865146
6663,GDSC2,905967,NCI-H322M,SIDM00117,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.95156,0.927195
6664,GDSC2,905970,EKVX,SIDM00119,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,5.634617,0.950346
6665,GDSC2,905972,HOP-62,SIDM00133,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.779086,0.915092
6666,GDSC2,906791,ABC-1,SIDM00494,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.045008,0.940696
6667,GDSC2,906805,COR-L105,SIDM00513,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.805197,0.901885
6668,GDSC2,907057,HLE,SIDM00064,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,3.558043,0.939441
6669,GDSC2,907071,HuH-7,SIDM00585,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.616856,0.958382
6670,GDSC2,907786,LC-2-ad,SIDM00297,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.713734,0.911733
6671,GDSC2,908443,NCI-H520,SIDM01130,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.164147,0.940139
6672,GDSC2,908460,NCI-H441,SIDM00925,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,7.13193,0.956194
6673,GDSC2,908463,NCI-H1793,SIDM00755,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.965067,0.928778
6674,GDSC2,908465,NCI-H358,SIDM00718,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.445658,0.886165
6675,GDSC2,908473,NCI-H1666,SIDM00743,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,5.630503,0.949438
6676,GDSC2,908475,NCI-H1755,SIDM00738,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.058692,0.935161
6677,GDSC2,908476,NCI-H1993,SIDM00758,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.258877,0.908442
6678,GDSC2,909719,SK-HEP-1,SIDM01110,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,3.741672,0.948758
6679,GDSC2,909721,SK-LU-1,SIDM01108,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,6.537974,0.964785
6680,GDSC2,909728,SK-MES-1,SIDM01103,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,5.377438,0.975582
6681,GDSC2,909736,SNU-387,SIDM01180,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.122431,0.927695
6682,GDSC2,909737,SNU-423,SIDM01199,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.654735,0.955209
6683,GDSC2,909738,SNU-449,SIDM01194,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,3.646692,0.879841
6684,GDSC2,910399,NCI-H838,SIDM01150,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.349363,0.874785
6685,GDSC2,910850,C3A,SIDM01237,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,2.828978,0.848071
6686,GDSC2,910900,NCI-H1651,SIDM00744,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.243628,0.93115
6687,GDSC2,910931,RERF-LC-MS,SIDM00355,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.284147,0.877085
6688,GDSC2,924244,NCI-H1975,SIDM00759,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.8732,0.884197
6689,GDSC2,1240142,HARA,SIDM00598,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,2.57245,0.884931
6690,GDSC2,1240143,HCC-15,SIDM01072,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.040057,0.947817
6691,GDSC2,1240145,HCC-44,SIDM01069,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.453984,0.930402
6692,GDSC2,1240146,HCC-827,SIDM01067,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.410972,0.928126
6693,GDSC2,1240147,Hep3B2-1-7,SIDM00672,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,2.840635,0.929485
6694,GDSC2,1240157,JHH-2,SIDM00617,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.078845,0.940878
6695,GDSC2,1240158,JHH-4,SIDM00616,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.338938,0.943713
6696,GDSC2,1240159,JHH-6,SIDM00615,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,3.782467,0.907832
6697,GDSC2,1240160,JHH-7,SIDM00614,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,5.067123,0.959381
6698,GDSC2,1240183,NCI-H1869,SIDM00768,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.232583,0.937847
6699,GDSC2,1240185,NCI-H1944,SIDM00762,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.747999,0.86472
6700,GDSC2,1240187,NCI-H2023,SIDM00753,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.714992,0.916658
6701,GDSC2,1240190,NCI-H3122,SIDM00137,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.598936,0.864753
6702,GDSC2,1240217,SNU-398,SIDM01181,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,1.742081,0.816923
6703,GDSC2,1247873,H3255,SIDM00046,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.731631,0.929337
6704,GDSC2,1290908,HCC-78,SIDM01068,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.998332,0.932652
6705,GDSC2,1298146,huH-1,SIDM00586,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,2.284895,0.83683
6706,GDSC2,1298151,JHH-1,SIDM00618,LIHC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.444993,0.953604
6707,GDSC2,1298223,LC-1-sq,SIDM00300,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,4.319469,0.954892
6708,GDSC2,1298226,LOU-NH91,SIDM00341,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,3.621468,0.923405
6709,GDSC2,1298347,NCI-H1435,SIDM00658,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,5.009977,0.993062
6710,GDSC2,1298348,NCI-H1568,SIDM00750,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,4.78914,0.942465
6711,GDSC2,1298350,NCI-H1781,SIDM00754,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.67624,0.926505
6712,GDSC2,1298537,RERF-LC-KJ,SIDM00356,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,2.773686,0.901337
6713,GDSC2,1298538,RERF-LC-Sq1,SIDM00354,LUSC,1249,BMS-345541,"IKK-1, IKK-2",Other,3.699625,0.932653
6714,GDSC2,1503369,EMC-BAC-1,SIDM00048,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,1.759611,0.817346
6715,GDSC2,1503370,EMC-BAC-2,SIDM00047,LUAD,1249,BMS-345541,"IKK-1, IKK-2",Other,3.412813,0.909141
6716,GDSC2,687777,Calu-3,SIDM00922,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",3.230532,0.876961
6717,GDSC2,687787,LK-2,SIDM00548,LUSC,1250,AZ960,"JAK2, JAK3","Other, kinases",-0.24258,0.60839
6718,GDSC2,687794,NCI-H1437,SIDM00734,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.291265,0.676377
6719,GDSC2,687798,NCI-H1623,SIDM00747,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.889149,0.892113
6720,GDSC2,687800,NCI-H1650,SIDM00745,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",3.549114,0.890265
6721,GDSC2,687802,NCI-H1693,SIDM00742,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",4.534333,0.908988
6722,GDSC2,687812,NCI-H2085,SIDM00709,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.718222,0.709037
6723,GDSC2,687815,NCI-H2170,SIDM00716,LUSC,1250,AZ960,"JAK2, JAK3","Other, kinases",2.062976,0.849224
6724,GDSC2,687816,NCI-H2228,SIDM00729,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.947764,0.711436
6725,GDSC2,687821,NCI-H2405,SIDM00724,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",6.812832,0.955634
6726,GDSC2,713869,VMRC-LCD,SIDM00320,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",1.685057,0.801928
6727,GDSC2,722045,NCI-H2030,SIDM00715,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",1.35986,0.763565
6728,GDSC2,722046,NCI-H2122,SIDM00702,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.040211,0.655674
6729,GDSC2,722058,NCI-H1734,SIDM00739,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.285943,0.899659
6730,GDSC2,722066,NCI-H650,SIDM01124,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.628029,0.903597
6731,GDSC2,724834,NCI-H2087,SIDM00708,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.871602,0.872558
6732,GDSC2,724859,Calu-6,SIDM00921,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",1.92213,0.801538
6733,GDSC2,724866,NCI-H1355,SIDM00645,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.254535,0.815302
6734,GDSC2,724868,NCI-H1792,SIDM00771,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.141028,0.666911
6735,GDSC2,724874,NCI-H2291,SIDM00728,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.882942,0.837072
6736,GDSC2,724878,SW1573,SIDM01163,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",3.190407,0.871602
6737,GDSC2,753554,EBC-1,SIDM00486,LUSC,1250,AZ960,"JAK2, JAK3","Other, kinases",4.035714,0.940056
6738,GDSC2,753556,EPLC-272H,SIDM01044,LUSC,1250,AZ960,"JAK2, JAK3","Other, kinases",1.110772,0.753907
6739,GDSC2,753569,KNS-62,SIDM00606,LUSC,1250,AZ960,"JAK2, JAK3","Other, kinases",3.583064,0.934815
6740,GDSC2,753592,LXF-289,SIDM00339,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",1.290408,0.789698
6741,GDSC2,753600,NCI-H1563,SIDM00751,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.715627,0.891075
6742,GDSC2,753608,PC-14,SIDM00237,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.918031,0.736983
6743,GDSC2,905941,NCI-H226,SIDM00139,LUSC,1250,AZ960,"JAK2, JAK3","Other, kinases",1.547385,0.734016
6744,GDSC2,905942,NCI-H23,SIDM00138,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",1.891856,0.853859
6745,GDSC2,905944,NCI-H522,SIDM00116,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",1.465028,0.802609
6746,GDSC2,905949,A549,SIDM00903,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",1.080105,0.747084
6747,GDSC2,905967,NCI-H322M,SIDM00117,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",3.853839,0.9234
6748,GDSC2,905970,EKVX,SIDM00119,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",3.25055,0.863735
6749,GDSC2,905972,HOP-62,SIDM00133,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.032482,0.813516
6750,GDSC2,906791,ABC-1,SIDM00494,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",5.006883,0.966587
6751,GDSC2,906805,COR-L105,SIDM00513,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.681566,0.842838
6752,GDSC2,907057,HLE,SIDM00064,LIHC,1250,AZ960,"JAK2, JAK3","Other, kinases",0.333289,0.681537
6753,GDSC2,907071,HuH-7,SIDM00585,LIHC,1250,AZ960,"JAK2, JAK3","Other, kinases",3.402232,0.915829
6754,GDSC2,907786,LC-2-ad,SIDM00297,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.182917,0.671098
6755,GDSC2,908443,NCI-H520,SIDM01130,LUSC,1250,AZ960,"JAK2, JAK3","Other, kinases",3.941451,0.932297
6756,GDSC2,908460,NCI-H441,SIDM00925,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",5.492794,0.919729
6757,GDSC2,908463,NCI-H1793,SIDM00755,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",3.727776,0.882114
6758,GDSC2,908465,NCI-H358,SIDM00718,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",1.486348,0.756998
6759,GDSC2,908473,NCI-H1666,SIDM00743,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",3.306343,0.865517
6760,GDSC2,908475,NCI-H1755,SIDM00738,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",1.421056,0.773102
6761,GDSC2,908476,NCI-H1993,SIDM00758,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",3.787166,0.931671
6762,GDSC2,909719,SK-HEP-1,SIDM01110,LIHC,1250,AZ960,"JAK2, JAK3","Other, kinases",3.438486,0.937117
6763,GDSC2,909721,SK-LU-1,SIDM01108,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",2.01744,0.782644
6764,GDSC2,909728,SK-MES-1,SIDM01103,LUSC,1250,AZ960,"JAK2, JAK3","Other, kinases",2.272009,0.852457
6765,GDSC2,909736,SNU-387,SIDM01180,LIHC,1250,AZ960,"JAK2, JAK3","Other, kinases",2.68394,0.857439
6766,GDSC2,909737,SNU-423,SIDM01199,LIHC,1250,AZ960,"JAK2, JAK3","Other, kinases",1.968308,0.820986
6767,GDSC2,909738,SNU-449,SIDM01194,LIHC,1250,AZ960,"JAK2, JAK3","Other, kinases",2.030371,0.7841
6768,GDSC2,910399,NCI-H838,SIDM01150,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.640729,0.717117
6769,GDSC2,910850,C3A,SIDM01237,LIHC,1250,AZ960,"JAK2, JAK3","Other, kinases",3.65038,0.891389
6770,GDSC2,910900,NCI-H1651,SIDM00744,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.944074,0.753385
6771,GDSC2,910931,RERF-LC-MS,SIDM00355,LUAD,1250,AZ960,"JAK2, JAK3","Other, kinases",0.398236,0.693668
